Student ID,First Name,Last Name,Email,Program,Semester
2574227920,Patti,Denesik,patti.denesik@student.gtu.edu,B.Tech in Computer Science,1
8832367611,Misty,Rice,misty.rice@student.gtu.edu,B.Tech in Computer Science,1
8218605521,Sylvia,Collins,sylvia_collins@student.gtu.edu,B.Tech in Computer Science,1
1804610315,Jacey,Moen,jacey_moen@student.gtu.edu,B.Tech in Computer Science,1
5691430248,Hank,Murazik,hank_murazik54@student.gtu.edu,B.Tech in Computer Science,1
0882383589,Kiera,Goodwin,kiera.goodwin@student.gtu.edu,B.Tech in Computer Science,1
5477020764,Sheila,Reynolds,sheila_reynolds74@student.gtu.edu,B.Tech in Computer Science,1
9393156236,Marco,Will,marco.will@student.gtu.edu,B.Tech in Computer Science,1
1993790680,Albert,Kassulke,albert_kassulke@student.gtu.edu,B.Tech in Computer Science,1
5020963616,Harold,Raynor,harold.raynor91@student.gtu.edu,B.Tech in Computer Science,1
3007632325,Thelma,Raynor,thelma.raynor87@student.gtu.edu,B.Tech in Computer Science,1
6761713286,Bianka,Miller,bianka.miller@student.gtu.edu,B.Tech in Computer Science,1
2409144939,Kaycee,Hamill,kaycee_hamill72@student.gtu.edu,B.Tech in Computer Science,1
4635548144,Annette,Davis,annette.davis@student.gtu.edu,B.Tech in Computer Science,1
6811510256,Glenda,Auer,glenda.auer84@student.gtu.edu,B.Tech in Computer Science,1
5130506840,Victoria,Miller,victoria_miller@student.gtu.edu,B.Tech in Computer Science,1
5850365351,Wellington,Halvorson,wellington_halvorson@student.gtu.edu,B.Tech in Computer Science,1
1012374479,Jo,McCullough,jo.mccullough48@student.gtu.edu,B.Tech in Computer Science,1
4518947280,Roxane,Raynor,roxane_raynor@student.gtu.edu,B.Tech in Computer Science,1
3421300541,Madisyn,Nikolaus,madisyn.nikolaus@student.gtu.edu,B.Tech in Computer Science,1
4335984278,Marshall,Rutherford,marshall.rutherford@student.gtu.edu,B.Tech in Computer Science,1
3003140252,Ernesto,Reichert,ernesto.reichert4@student.gtu.edu,B.Tech in Computer Science,1
3363472531,Sadie,Kihn,sadie.kihn98@student.gtu.edu,B.Tech in Computer Science,1
8808959897,Kavon,McClure,kavon_mcclure@student.gtu.edu,B.Tech in Computer Science,1
4079716119,Jameson,Thompson,jameson_thompson@student.gtu.edu,B.Tech in Computer Science,1
3976244375,Patti,Hahn,patti_hahn64@student.gtu.edu,B.Tech in Computer Science,1
4617504807,Muhammad,Pouros,muhammad_pouros78@student.gtu.edu,B.Tech in Computer Science,1
6876189378,Dexter,Runolfsdottir,dexter_runolfsdottir1@student.gtu.edu,B.Tech in Computer Science,1
2870679755,Angie,Gibson,angie.gibson@student.gtu.edu,B.Tech in Computer Science,1
7014316152,Henrietta,Mitchell,henrietta_mitchell@student.gtu.edu,B.Tech in Computer Science,1
9937352875,Kelley,Gorczany,kelley_gorczany@student.gtu.edu,B.Tech in Computer Science,1
9623166290,Velma,Kovacek,velma_kovacek@student.gtu.edu,B.Tech in Computer Science,1
5177717091,Precious,Bednar,precious_bednar@student.gtu.edu,B.Tech in Computer Science,1
0700840497,Abby,Ward,abby_ward22@student.gtu.edu,B.Tech in Computer Science,1
5453075544,Paula,Bartell,paula.bartell@student.gtu.edu,B.Tech in Computer Science,1
9802821244,Irene,Jerde,irene.jerde71@student.gtu.edu,B.Tech in Computer Science,1
2432240638,Catharine,Aufderhar,catharine_aufderhar@student.gtu.edu,B.Tech in Computer Science,1
8852095687,Sue,Bahringer,sue.bahringer23@student.gtu.edu,B.Tech in Computer Science,1
4799493876,Vera,Halvorson,vera_halvorson@student.gtu.edu,B.Tech in Computer Science,1
3830328276,Jalen,Erdman,jalen.erdman45@student.gtu.edu,B.Tech in Computer Science,1
2372968040,Reba,Moen,reba_moen87@student.gtu.edu,B.Tech in Computer Science,1
1778641526,Dolores,Ward,dolores.ward16@student.gtu.edu,B.Tech in Computer Science,1
8463282899,Albertha,Carroll,albertha.carroll67@student.gtu.edu,B.Tech in Computer Science,1
4426130488,Abagail,Friesen-Marvin,abagail_friesen-marvin@student.gtu.edu,B.Tech in Computer Science,1
1953559344,Lena,Maggio,lena.maggio@student.gtu.edu,B.Tech in Computer Science,1
3041974524,Shawna,Koelpin,shawna.koelpin4@student.gtu.edu,B.Tech in Computer Science,1
3691541790,Shea,Sanford,shea_sanford36@student.gtu.edu,B.Tech in Computer Science,1
5459607027,Eunice,Lind,eunice.lind@student.gtu.edu,B.Tech in Computer Science,1
3567130035,Triston,Schulist,triston.schulist@student.gtu.edu,B.Tech in Computer Science,1
3355267489,Amira,Graham,amira_graham28@student.gtu.edu,B.Tech in Computer Science,1
7855944561,Gabe,Murray,gabe.murray69@student.gtu.edu,B.Tech in Computer Science,1
1437486869,Erika,Tremblay,erika_tremblay1@student.gtu.edu,B.Tech in Computer Science,1
1046633672,Barton,Gerhold,barton.gerhold@student.gtu.edu,B.Tech in Computer Science,1
8705751348,Cornell,Zulauf,cornell_zulauf21@student.gtu.edu,B.Tech in Computer Science,1
3885415862,Juanita,Brakus,juanita_brakus@student.gtu.edu,B.Tech in Computer Science,1
9038564691,Maurice,O'Conner,maurice.oconner82@student.gtu.edu,B.Tech in Computer Science,1
6352698989,Howell,Kovacek,howell.kovacek@student.gtu.edu,B.Tech in Computer Science,1
7162253614,Ernie,Robel,ernie_robel44@student.gtu.edu,B.Tech in Computer Science,1
3941514425,Elda,Orn,elda.orn22@student.gtu.edu,B.Tech in Computer Science,1
0542346852,Louise,Buckridge,louise.buckridge@student.gtu.edu,B.Tech in Computer Science,1
2500604796,Dean,Willms,dean_willms4@student.gtu.edu,B.Tech in Computer Science,1
1838925322,Marilyn,Dooley,marilyn_dooley@student.gtu.edu,B.Tech in Computer Science,1
2629771307,Rosie,Effertz,rosie_effertz@student.gtu.edu,B.Tech in Computer Science,1
6726912026,Percy,Bartell,percy.bartell54@student.gtu.edu,B.Tech in Computer Science,1
6834716159,Dominic,Botsford-Pfeffer,dominic.botsford-pfeffer85@student.gtu.edu,B.Tech in Computer Science,1
1872928560,Phyllis,Jaskolski,phyllis.jaskolski66@student.gtu.edu,B.Tech in Computer Science,1
7108215608,Karine,Hintz,karine.hintz18@student.gtu.edu,B.Tech in Computer Science,1
2903573219,Katie,Sawayn,katie_sawayn98@student.gtu.edu,B.Tech in Computer Science,1
0438283430,Jules,Zemlak,jules.zemlak62@student.gtu.edu,B.Tech in Computer Science,1
3829849774,Hilbert,O'Kon,hilbert.okon63@student.gtu.edu,B.Tech in Computer Science,1
9937442584,Helen,Herman,helen_herman@student.gtu.edu,B.Tech in Computer Science,1
3429639071,Iris,Robel,iris_robel@student.gtu.edu,B.Tech in Computer Science,1
7788379752,Stacy,O'Kon,stacy.okon5@student.gtu.edu,B.Tech in Computer Science,1
2823715196,Kaylah,Gutmann,kaylah_gutmann37@student.gtu.edu,B.Tech in Computer Science,1
2533688186,Sedrick,Stoltenberg,sedrick.stoltenberg7@student.gtu.edu,B.Tech in Computer Science,1
8679087356,Kent,Jacobs,kent_jacobs60@student.gtu.edu,B.Tech in Computer Science,1
2833800105,Lester,Hermiston,lester_hermiston69@student.gtu.edu,B.Tech in Computer Science,1
7957538678,Frances,O'Connell,frances_oconnell45@student.gtu.edu,B.Tech in Computer Science,1
9380108624,Ethel,Price,ethel.price90@student.gtu.edu,B.Tech in Computer Science,1
5488706991,Elsie,Botsford,elsie_botsford@student.gtu.edu,B.Tech in Computer Science,1
0968957167,Eulah,Orn,eulah.orn74@student.gtu.edu,B.Tech in Computer Science,1
0400148141,Lamar,Howe,lamar.howe@student.gtu.edu,B.Tech in Computer Science,1
4347873459,Kevin,Keeling,kevin.keeling@student.gtu.edu,B.Tech in Computer Science,1
7286860255,Dominic,Stokes,dominic.stokes5@student.gtu.edu,B.Tech in Computer Science,1
1566403114,Belinda,Legros,belinda.legros@student.gtu.edu,B.Tech in Computer Science,1
3108790214,Lora,Olson,lora_olson2@student.gtu.edu,B.Tech in Computer Science,1
1348956674,Armando,Mueller,armando.mueller62@student.gtu.edu,B.Tech in Computer Science,1
5290911448,Julianne,Smith,julianne.smith19@student.gtu.edu,B.Tech in Computer Science,1
4707540335,Scot,Hahn,scot.hahn@student.gtu.edu,B.Tech in Computer Science,1
2951528038,Rudolph,Grant,rudolph.grant20@student.gtu.edu,B.Tech in Computer Science,1
7153781645,Jameson,Crist,jameson_crist@student.gtu.edu,B.Tech in Computer Science,1
0034983727,Phillip,Flatley,phillip_flatley74@student.gtu.edu,B.Tech in Computer Science,1
0971378418,Warren,Sauer,warren.sauer@student.gtu.edu,B.Tech in Computer Science,1
8614309593,Marcus,Yost,marcus_yost@student.gtu.edu,B.Tech in Computer Science,1
9579563434,Donato,Schuppe,donato_schuppe46@student.gtu.edu,B.Tech in Computer Science,1
6428909689,Bill,Schaden,bill_schaden@student.gtu.edu,B.Tech in Computer Science,1
1893394294,Mike,Olson,mike.olson@student.gtu.edu,B.Tech in Computer Science,1
8603391138,Clemmie,Mosciski,clemmie.mosciski83@student.gtu.edu,B.Tech in Computer Science,1
3829982676,Rubie,Cormier-Brakus,rubie.cormier-brakus22@student.gtu.edu,B.Tech in Computer Science,1
9718504939,Tanya,Quitzon,tanya_quitzon94@student.gtu.edu,B.Tech in Computer Science,1
3479817284,Howell,Kautzer,howell.kautzer@student.gtu.edu,B.Tech in Computer Science,1
2879465024,Alyson,Muller,alyson_muller@student.gtu.edu,B.Tech in Computer Science,1
5060825519,Kristofer,O'Conner,kristofer_oconner19@student.gtu.edu,B.Tech in Computer Science,1
5799001669,Lucie,Herzog,lucie_herzog57@student.gtu.edu,B.Tech in Computer Science,1
6120693015,June,Gulgowski,june_gulgowski92@student.gtu.edu,B.Tech in Computer Science,1
8641326628,Vincent,Lang,vincent.lang@student.gtu.edu,B.Tech in Computer Science,1
9586787151,Kristin,Kuhic,kristin.kuhic86@student.gtu.edu,B.Tech in Computer Science,1
9341102273,Eliseo,Mills,eliseo_mills85@student.gtu.edu,B.Tech in Computer Science,1
5019042958,Vita,Stark,vita.stark17@student.gtu.edu,B.Tech in Computer Science,1
8314314625,Ira,Monahan,ira.monahan@student.gtu.edu,B.Tech in Computer Science,1
2952217034,Lindsey,Kris,lindsey_kris2@student.gtu.edu,B.Tech in Computer Science,1
8511240002,Lyle,Reilly,lyle_reilly@student.gtu.edu,B.Tech in Computer Science,1
9161380419,Darlene,Gleichner,darlene_gleichner@student.gtu.edu,B.Tech in Computer Science,1
8874943335,Merle,Howe,merle.howe28@student.gtu.edu,B.Tech in Computer Science,1
3690196216,Gordon,Olson,gordon.olson95@student.gtu.edu,B.Tech in Computer Science,1
1843854198,Saul,Ratke,saul_ratke@student.gtu.edu,B.Tech in Computer Science,1
2377127073,Carey,Schmeler,carey.schmeler99@student.gtu.edu,B.Tech in Computer Science,1
6534122102,Roberta,Lemke,roberta_lemke20@student.gtu.edu,B.Tech in Computer Science,1
4671825185,Regina,Anderson,regina.anderson63@student.gtu.edu,B.Tech in Computer Science,1
3653424341,Bert,Larkin,bert_larkin@student.gtu.edu,B.Tech in Computer Science,1
1209417108,Moriah,O'Hara,moriah_ohara@student.gtu.edu,B.Tech in Computer Science,1
4990342303,Nakia,Von,nakia.von40@student.gtu.edu,B.Tech in Computer Science,1
7789358626,Alicia,Gislason,alicia.gislason60@student.gtu.edu,B.Tech in Computer Science,1
0235821962,Ivan,DuBuque,ivan_dubuque18@student.gtu.edu,B.Tech in Computer Science,1
0758045316,Tommie,Barrows,tommie.barrows11@student.gtu.edu,B.Tech in Computer Science,1
7285677649,Gussie,Lynch,gussie_lynch93@student.gtu.edu,B.Tech in Computer Science,1
8985629429,Vance,Stokes,vance_stokes37@student.gtu.edu,B.Tech in Computer Science,1
1102803303,Ettie,Herman,ettie.herman@student.gtu.edu,B.Tech in Computer Science,1
6573438052,Dillan,Mosciski,dillan.mosciski@student.gtu.edu,B.Tech in Computer Science,1
5905922322,Phil,Abernathy,phil.abernathy@student.gtu.edu,B.Tech in Computer Science,1
3600321473,Devon,Rau,devon_rau@student.gtu.edu,B.Tech in Computer Science,1
0975738334,Pansy,Turcotte,pansy_turcotte98@student.gtu.edu,B.Tech in Computer Science,1
3480411576,Sonya,Greenfelder,sonya.greenfelder92@student.gtu.edu,B.Tech in Computer Science,1
3766641611,Carolyn,Graham,carolyn_graham71@student.gtu.edu,B.Tech in Computer Science,1
5515342771,Bethany,Collier,bethany_collier@student.gtu.edu,B.Tech in Computer Science,1
6321268640,Nicholas,Tremblay,nicholas_tremblay5@student.gtu.edu,B.Tech in Computer Science,1
2210910928,Gregg,Macejkovic,gregg_macejkovic55@student.gtu.edu,B.Tech in Computer Science,1
1209122882,Hope,Daugherty,hope_daugherty@student.gtu.edu,B.Tech in Computer Science,1
1893910691,Caleb,Doyle,caleb_doyle26@student.gtu.edu,B.Tech in Computer Science,1
6965716517,Dillan,Lesch,dillan_lesch87@student.gtu.edu,B.Tech in Computer Science,1
8789695264,Maeve,Herzog,maeve.herzog22@student.gtu.edu,B.Tech in Computer Science,1
8795065956,Jeanie,Walsh,jeanie_walsh@student.gtu.edu,B.Tech in Computer Science,1
5568935430,Kirk,Jacobson,kirk_jacobson@student.gtu.edu,B.Tech in Computer Science,1
5081736935,Abner,Greenholt,abner.greenholt@student.gtu.edu,B.Tech in Computer Science,1
6532073630,Larry,Gusikowski,larry.gusikowski@student.gtu.edu,B.Tech in Computer Science,1
3833995638,Audrey,Schuster,audrey_schuster@student.gtu.edu,B.Tech in Computer Science,1
8113385077,Stella,Davis,stella.davis@student.gtu.edu,B.Tech in Computer Science,1
4531682639,Mable,Lakin-Abbott,mable_lakin-abbott30@student.gtu.edu,B.Tech in Computer Science,1
7030449033,Tad,Boyer,tad.boyer11@student.gtu.edu,B.Tech in Computer Science,1
6954933570,Alphonso,Klocko,alphonso_klocko0@student.gtu.edu,B.Tech in Computer Science,1
8442182354,Una,Brekke-Fisher,una.brekke-fisher@student.gtu.edu,B.Tech in Computer Science,1
2000593996,Noemie,Hodkiewicz,noemie_hodkiewicz@student.gtu.edu,B.Tech in Computer Science,1
7293396691,Orpha,Mueller,orpha.mueller31@student.gtu.edu,B.Tech in Computer Science,1
9906829808,Manuela,Kunde,manuela.kunde@student.gtu.edu,B.Tech in Computer Science,1
5896972303,Meaghan,Kling,meaghan.kling@student.gtu.edu,B.Tech in Computer Science,1
3248079464,Jonathan,Blick,jonathan_blick@student.gtu.edu,B.Tech in Computer Science,1
1762270474,Rafael,Ledner,rafael_ledner@student.gtu.edu,B.Tech in Computer Science,1
3271787560,Stuart,Sporer,stuart_sporer19@student.gtu.edu,B.Tech in Computer Science,1
4866813701,Marian,Mosciski,marian.mosciski@student.gtu.edu,B.Tech in Computer Science,1
8057596338,Karlie,Kulas,karlie_kulas@student.gtu.edu,B.Tech in Computer Science,1
1862964035,Nick,Vandervort,nick_vandervort95@student.gtu.edu,B.Tech in Computer Science,1
0371096200,Deanna,Muller,deanna.muller@student.gtu.edu,B.Tech in Computer Science,1
1692839861,Sheri,Flatley,sheri_flatley86@student.gtu.edu,B.Tech in Computer Science,1
0295361314,Austin,Bernhard,austin.bernhard83@student.gtu.edu,B.Tech in Computer Science,1
8310314322,Brielle,Goyette,brielle_goyette53@student.gtu.edu,B.Tech in Computer Science,1
3944633054,Alden,Mueller,alden.mueller@student.gtu.edu,B.Tech in Computer Science,1
7342446728,Mitchel,Goyette,mitchel_goyette69@student.gtu.edu,B.Tech in Computer Science,1
9471318728,Gilbert,Pagac,gilbert_pagac@student.gtu.edu,B.Tech in Computer Science,1
7269674822,Ben,Pfeffer,ben_pfeffer@student.gtu.edu,B.Tech in Computer Science,1
8976025474,Tyrone,Casper,tyrone_casper@student.gtu.edu,B.Tech in Computer Science,1
7061052825,Gerry,Lang,gerry_lang@student.gtu.edu,B.Tech in Computer Science,1
4647040496,Darion,Marquardt,darion.marquardt@student.gtu.edu,B.Tech in Computer Science,1
3234260727,Melissa,Schimmel,melissa_schimmel@student.gtu.edu,B.Tech in Computer Science,1
7497124014,Asia,Steuber,asia.steuber@student.gtu.edu,B.Tech in Computer Science,1
4733062239,Miguel,Wilderman,miguel_wilderman@student.gtu.edu,B.Tech in Computer Science,1
1750125396,Christopher,Fahey,christopher_fahey@student.gtu.edu,B.Tech in Computer Science,1
1281463347,Daniel,Effertz,daniel.effertz@student.gtu.edu,B.Tech in Computer Science,1
5498431432,Lisette,McClure-Cormier,lisette.mcclure-cormier52@student.gtu.edu,B.Tech in Computer Science,1
5394325202,Magnus,Haley,magnus.haley3@student.gtu.edu,B.Tech in Computer Science,1
9951725468,Vanessa,Marks,vanessa.marks@student.gtu.edu,B.Tech in Computer Science,1
6541051369,Caroline,Bins,caroline.bins@student.gtu.edu,B.Tech in Computer Science,1
0138629177,Carleton,Beahan,carleton.beahan@student.gtu.edu,B.Tech in Computer Science,1
8917149296,Raquel,Harber,raquel.harber51@student.gtu.edu,B.Tech in Computer Science,1
8377834806,Angelica,Cummerata,angelica_cummerata@student.gtu.edu,B.Tech in Computer Science,1
3426501937,Mark,Heaney,mark_heaney71@student.gtu.edu,B.Tech in Computer Science,1
6611579836,Joaquin,Mante,joaquin.mante48@student.gtu.edu,B.Tech in Computer Science,1
4518428168,Dwight,D'Amore,dwight.damore@student.gtu.edu,B.Tech in Computer Science,1
8199262239,Lou,Kozey,lou.kozey23@student.gtu.edu,B.Tech in Computer Science,1
1088409224,Phyllis,Jacobs,phyllis_jacobs39@student.gtu.edu,B.Tech in Computer Science,1
6718745565,Brad,Brekke,brad.brekke@student.gtu.edu,B.Tech in Computer Science,1
9355880547,Theodore,Olson,theodore_olson4@student.gtu.edu,B.Tech in Computer Science,1
4470076025,Dewitt,Parker,dewitt.parker23@student.gtu.edu,B.Tech in Computer Science,1
9802481048,Yvonne,Tillman,yvonne.tillman49@student.gtu.edu,B.Tech in Computer Science,1
1186671258,Ryan,Bechtelar,ryan.bechtelar97@student.gtu.edu,B.Tech in Computer Science,1
6613439250,Dino,Beahan,dino.beahan@student.gtu.edu,B.Tech in Computer Science,1
6914902089,Antonetta,Schinner,antonetta.schinner71@student.gtu.edu,B.Tech in Computer Science,1
1099322693,Anastasia,Gorczany,anastasia.gorczany74@student.gtu.edu,B.Tech in Computer Science,1
4500715183,Myrna,Bechtelar,myrna_bechtelar91@student.gtu.edu,B.Tech in Computer Science,1
2804101780,Flo,Connelly-Kub,flo.connelly-kub56@student.gtu.edu,B.Tech in Computer Science,1
4699967257,Mindy,Carroll,mindy_carroll9@student.gtu.edu,B.Tech in Computer Science,1
1122295097,Dwight,Hettinger,dwight.hettinger@student.gtu.edu,B.Tech in Computer Science,1
8082826027,Hellen,Kulas,hellen_kulas@student.gtu.edu,B.Tech in Computer Science,1
8069095536,Eldridge,Turner,eldridge_turner11@student.gtu.edu,B.Tech in Computer Science,1
0883037731,Drew,Stamm,drew.stamm@student.gtu.edu,B.Tech in Computer Science,1
2609174866,Billie,Upton,billie.upton46@student.gtu.edu,B.Tech in Computer Science,1
5998230690,Daisha,Christiansen,daisha_christiansen@student.gtu.edu,B.Tech in Computer Science,1
9650055687,Laron,Lowe,laron.lowe16@student.gtu.edu,B.Tech in Computer Science,1
2603519040,Neal,Thiel,neal_thiel@student.gtu.edu,B.Tech in Computer Science,1
6261981118,Moses,Sauer,moses_sauer@student.gtu.edu,B.Tech in Computer Science,1
6255980339,Shanel,Kub,shanel_kub15@student.gtu.edu,B.Tech in Computer Science,1
6588973196,Rex,Cole,rex_cole60@student.gtu.edu,B.Tech in Computer Science,1
9321232002,Salvatore,Weber,salvatore_weber@student.gtu.edu,B.Tech in Computer Science,1
0354572456,Evan,Raynor,evan.raynor95@student.gtu.edu,B.Tech in Computer Science,1
8959278961,Juanita,Goldner,juanita_goldner32@student.gtu.edu,B.Tech in Computer Science,1
9220047786,Monique,Cassin,monique.cassin@student.gtu.edu,B.Tech in Computer Science,1
6852526126,Penny,Williamson,penny.williamson60@student.gtu.edu,B.Tech in Computer Science,1
0121552091,Judy,O'Keefe,judy.okeefe@student.gtu.edu,B.Tech in Computer Science,1
2083810741,Robert,Tromp-Cummings,robert_tromp-cummings82@student.gtu.edu,B.Tech in Computer Science,1
5164079571,Finn,Ruecker,finn.ruecker@student.gtu.edu,B.Tech in Computer Science,1
9474180239,Kirstin,Reinger,kirstin.reinger78@student.gtu.edu,B.Tech in Computer Science,1
7226427172,Clayton,Brown,clayton.brown81@student.gtu.edu,B.Tech in Computer Science,1
2904227470,Lenora,Friesen,lenora_friesen@student.gtu.edu,B.Tech in Computer Science,1
2154237058,Reid,Osinski-Wiegand,reid.osinski-wiegand@student.gtu.edu,B.Tech in Computer Science,1
6068971137,Geovanni,Douglas,geovanni.douglas18@student.gtu.edu,B.Tech in Computer Science,1
5052464249,Caroline,Swift,caroline_swift62@student.gtu.edu,B.Tech in Computer Science,1
9316970184,Trevor,Nienow,trevor_nienow77@student.gtu.edu,B.Tech in Computer Science,1
0668073558,Keshaun,Bahringer,keshaun_bahringer22@student.gtu.edu,B.Tech in Computer Science,1
0387821818,Sara,Schimmel,sara.schimmel39@student.gtu.edu,B.Tech in Computer Science,1
4533737714,Kaitlin,Wuckert,kaitlin_wuckert@student.gtu.edu,B.Tech in Computer Science,1
4480342013,Bessie,Bernier,bessie.bernier@student.gtu.edu,B.Tech in Computer Science,1
4818406818,Harvey,Herzog-Schuppe,harvey_herzog-schuppe75@student.gtu.edu,B.Tech in Computer Science,1
2009220475,Asha,Hegmann,asha.hegmann@student.gtu.edu,B.Tech in Computer Science,1
0861197910,Muriel,Williamson,muriel.williamson99@student.gtu.edu,B.Tech in Computer Science,1
1812611473,Brandi,Cummerata,brandi.cummerata@student.gtu.edu,B.Tech in Computer Science,1
9641771800,Justin,Walker,justin.walker@student.gtu.edu,B.Tech in Computer Science,1
4204914991,Jody,Stiedemann,jody_stiedemann14@student.gtu.edu,B.Tech in Computer Science,1
7985173631,Marisa,Conn,marisa_conn@student.gtu.edu,B.Tech in Computer Science,1
9708731312,Alva,Swaniawski,alva_swaniawski@student.gtu.edu,B.Tech in Computer Science,1
8017654514,Ignacio,Ernser,ignacio.ernser59@student.gtu.edu,B.Tech in Computer Science,1
1318804097,Lucy,Mayer,lucy.mayer39@student.gtu.edu,B.Tech in Computer Science,1
5571991292,Marco,Torphy,marco.torphy@student.gtu.edu,B.Tech in Computer Science,1
4356995611,Lexus,Hoeger,lexus.hoeger@student.gtu.edu,B.Tech in Computer Science,1
7912875774,Patience,Ward,patience_ward@student.gtu.edu,B.Tech in Computer Science,1
6152363062,Stacey,Auer,stacey.auer35@student.gtu.edu,B.Tech in Computer Science,1
3612885548,Tomasa,Daniel,tomasa.daniel@student.gtu.edu,B.Tech in Computer Science,1
2938377436,Alison,Hane,alison_hane91@student.gtu.edu,B.Tech in Computer Science,1
5896852405,Tiffany,Wisoky,tiffany.wisoky@student.gtu.edu,B.Tech in Computer Science,1
9249992135,Salvador,Feest,salvador_feest74@student.gtu.edu,B.Tech in Computer Science,1
5660520258,Brooke,Carter,brooke_carter31@student.gtu.edu,B.Tech in Computer Science,1
7874395574,June,Keebler,june.keebler91@student.gtu.edu,B.Tech in Computer Science,1
4086364645,Seamus,Bode,seamus.bode87@student.gtu.edu,B.Tech in Computer Science,1
7648091000,Romaine,Greenholt,romaine_greenholt@student.gtu.edu,B.Tech in Computer Science,1
0629554746,Regina,Walker,regina_walker94@student.gtu.edu,B.Tech in Computer Science,1
6941267888,Lula,Bergstrom,lula.bergstrom97@student.gtu.edu,B.Tech in Computer Science,1
7630178806,Davin,Skiles,davin_skiles72@student.gtu.edu,B.Tech in Computer Science,1
1954553943,Braulio,Thiel,braulio_thiel86@student.gtu.edu,B.Tech in Computer Science,1
7550262630,Sheldon,Koelpin,sheldon_koelpin@student.gtu.edu,B.Tech in Computer Science,1
8243071646,Verla,Veum,verla_veum15@student.gtu.edu,B.Tech in Computer Science,1
5809553300,Shelly,Monahan,shelly.monahan79@student.gtu.edu,B.Tech in Computer Science,1
4531352351,Milton,Kshlerin,milton.kshlerin@student.gtu.edu,B.Tech in Computer Science,1
7129735036,Shea,Wolf,shea_wolf45@student.gtu.edu,B.Tech in Computer Science,1
9753213839,Roosevelt,Friesen,roosevelt.friesen25@student.gtu.edu,B.Tech in Computer Science,1
2809388239,Eliza,DuBuque,eliza.dubuque54@student.gtu.edu,B.Tech in Computer Science,1
3117090773,Elliott,Weimann,elliott.weimann@student.gtu.edu,B.Tech in Computer Science,1
5047767749,Glenn,Batz-Walter,glenn.batz-walter@student.gtu.edu,B.Tech in Computer Science,1
2586356001,Jessie,Upton,jessie_upton82@student.gtu.edu,B.Tech in Computer Science,1
4959772682,Yesenia,Walter,yesenia.walter@student.gtu.edu,B.Tech in Computer Science,1
7040601145,Faye,Kris,faye_kris78@student.gtu.edu,B.Tech in Computer Science,1
8689412231,Hilda,O'Hara,hilda_ohara@student.gtu.edu,B.Tech in Computer Science,1
7027214117,Roosevelt,Stoltenberg,roosevelt.stoltenberg18@student.gtu.edu,B.Tech in Computer Science,1
6489608548,Karolann,Walsh,karolann.walsh86@student.gtu.edu,B.Tech in Computer Science,1
3184907151,Omar,Bernier,omar_bernier94@student.gtu.edu,B.Tech in Computer Science,1
